"RegioS","Perioden","MediaanPersoonlijkInkomen_7","GemiddeldPersoonlijkInkomen_6"
"GM0244","2021JJ00",8.3,13.5
"GM0244","2022JJ00",8.2,14.3
"GM0244","2023JJ00",9.7,15
"GM0244","2024JJ00",12.2,17.3
"GM0396","2011JJ00",8.3,12.6
"GM0396","2012JJ00",8,12.5
"GM0396","2013JJ00",8,12.5
"GM0396","2014JJ00",8.3,13
"GM0396","2015JJ00",8.3,13
"GM0396","2016JJ00",8.2,12.9
"GM0396","2017JJ00",7.7,12.7
"GM0396","2018JJ00",7.5,12.8
"GM0396","2019JJ00",8.6,13.5
"GM0396","2020JJ00",8.6,13.6
"GM0396","2021JJ00",8.8,14.3
"GM0396","2022JJ00",10.2,15.8
"GM0396","2023JJ00",11.6,17.5
"GM0396","2024JJ00",13.4,19.4
"GM0397","2011JJ00",4.1,8.3
"GM0397","2012JJ00",3.7,7.4
"GM0397","2013JJ00",3.7,7.5
"GM0397","2014JJ00",3.8,7.7
"GM0397","2015JJ00",3.9,7.8
"GM0397","2016JJ00",3.1,7.3
"GM0397","2017JJ00",3.6,7.7
"GM0397","2018JJ00",3.6,7.9
"GM0397","2019JJ00",3.8,7.9
"GM0397","2020JJ00",4,7.8
"GM0397","2021JJ00",4.6,9
"GM0397","2022JJ00",4.7,9
"GM0397","2023JJ00",5.3,10
"GM0397","2024JJ00",5.7,11.8
"GM0246","2011JJ00",8.2,12.1
"GM0246","2012JJ00",8.4,12.1
"GM0246","2013JJ00",7.8,11.4
"GM0246","2014JJ00",7,11.3
"GM0246","2015JJ00",8,11.9
"GM0246","2016JJ00",8.1,12.1
"GM0246","2017JJ00",7.6,12.4
"GM0246","2018JJ00",8.3,12.7
"GM0246","2019JJ00",9.2,13.7
"GM0246","2020JJ00",9.6,14.7
"GM0246","2021JJ00",10.6,15.7
"GM0246","2022JJ00",12.3,17.3
"GM0246","2023JJ00",14.3,19
"GM0246","2024JJ00",16.6,20.5
"GM0074","2011JJ00",6.9,11.7
"GM0074","2012JJ00",6.6,11.4
"GM0074","2013JJ00",6.2,11.1
"GM0074","2014JJ00",6.5,11.4
"GM0074","2015JJ00",6.5,11.2
"GM0074","2016JJ00",6.7,11.2
"GM0074","2017JJ00",6.5,11.8
"GM0074","2018JJ00",6.9,12
"GM0074","2019JJ00",7.4,12.3
"GM0074","2020JJ00",8.1,13.6
"GM0074","2021JJ00",8.4,13.5
"GM0074","2022JJ00",9.7,14.9
"GM0074","2023JJ00",11.3,16.6
"GM0074","2024JJ00",13,18.2
"GM0917","2011JJ00",7.6,10.8
"GM0917","2012JJ00",7.4,10.6
"GM0917","2013JJ00",7.1,10.3
"GM0917","2014JJ00",7.2,10.2
"GM0917","2015JJ00",7.4,10.6
"GM0917","2016JJ00",7.7,10.9
"GM0917","2017JJ00",8.7,12.1
"GM0917","2018JJ00",8.7,12.6
"GM0917","2019JJ00",9,12.8
"GM0917","2020JJ00",8.7,12.7
"GM0917","2021JJ00",9.6,13.6
"GM0917","2022JJ00",11,14.8
"GM0917","2023JJ00",12.6,16.6
"GM0917","2024JJ00",14.1,17.8
"GM1658","2011JJ00",6.1,10.8
"GM1658","2012JJ00",6.2,11.1
"GM1658","2013JJ00",6.3,10.9
"GM1658","2014JJ00",6.2,11
"GM1658","2015JJ00",6.5,11.9
"GM1658","2016JJ00",6.4,11.3
"GM1658","2017JJ00",6.5,11.8
"GM1658","2018JJ00",7,12.7
"GM1658","2019JJ00",7,13.2
"GM1658","2020JJ00",8.4,15.4
"GM1658","2021JJ00",9.5,15.5
"GM1658","2022JJ00",10.3,16
"GM1658","2023JJ00",11.5,17
"GM1658","2024JJ00",12.5,18.8
"GM0399","2011JJ00",5.7,10.5
"GM0399","2012JJ00",5.5,10.2
"GM0399","2013JJ00",5.2,9.7
"GM0399","2014JJ00",4.8,9.5
"GM0399","2015JJ00",4.8,9.1
"GM0399","2016JJ00",5,9.5
"GM0399","2017JJ00",5.1,9.9
"GM0399","2018JJ00",5.4,10.6
"GM0399","2019JJ00",6,11.1
"GM0399","2020JJ00",6.3,11.5
"GM0399","2021JJ00",6.3,10.7
"GM0399","2022JJ00",8,12.4
"GM0399","2023JJ00",9.5,14.7
"GM0399","2024JJ00",11.3,16.8
"GM0400","2011JJ00",9.8,13.3
"GM0400","2012JJ00",9.6,13.3
"GM0400","2013JJ00",8.9,13
"GM0400","2014JJ00",8.5,13
"GM0400","2015JJ00",8.6,12.7
"GM0400","2016JJ00",8.4,12.6
"GM0400","2017JJ00",8.9,13.2
"GM0400","2018JJ00",9.7,13.7
"GM0400","2019JJ00",10.1,14.5
"GM0400","2020JJ00",10.8,15.3
"GM0400","2021JJ00",11.6,16.2
"GM0400","2022JJ00",12.7,17.9
"GM0400","2023JJ00",15.2,19.8
"GM0400","2024JJ00",17.3,22.3
"GM0163","2011JJ00",8,12
"GM0163","2012JJ00",7.3,11.2
"GM0163","2013JJ00",6.8,10.7
"GM0163","2014JJ00",6.6,10.5
"GM0163","2015JJ00",6.8,11
"GM0163","2016JJ00",6.4,11
"GM0163","2017JJ00",6.8,11.3
"GM0163","2018JJ00",7,11.8
"GM0163","2019JJ00",7.6,12.5
"GM0163","2020JJ00",8.2,13.2
"GM0163","2021JJ00",9.1,13.8
"GM0163","2022JJ00",10,15.4
"GM0163","2023JJ00",12.2,17
"GM0163","2024JJ00",14.3,18.9
"GM0794","2011JJ00",8.5,11.9
"GM0794","2012JJ00",7.9,11.7
"GM0794","2013JJ00",7.5,11.3
"GM0794","2014JJ00",7,10.7
"GM0794","2015JJ00",7.1,11.1
"GM0794","2016JJ00",7.1,11.1
"GM0794","2017JJ00",7.5,11.6
"GM0794","2018JJ00",8.1,12.5
"GM0794","2019JJ00",8.5,13.1
"GM0794","2020JJ00",9.1,13.7
"GM0794","2021JJ00",9.9,14.6
"GM0794","2022JJ00",11.2,16.1
"GM0794","2023JJ00",13,17.9
"GM0794","2024JJ00",14,18.7
"GM0531","2011JJ00",7.9,12.9
"GM0531","2012JJ00",8.4,12.9
"GM0531","2013JJ00",7.6,12.4
"GM0531","2014JJ00",7.6,12.3
"GM0531","2015JJ00",7.5,12.7
"GM0531","2016JJ00",7.6,12.5
"GM0531","2017JJ00",8.4,13.3
"GM0531","2018JJ00",8.6,13.7
"GM0531","2019JJ00",8.9,14.3
"GM0531","2020JJ00",9.6,14.7
"GM0531","2021JJ00",10.1,15.8
"GM0531","2022JJ00",10.3,16.2
"GM0531","2023JJ00",12.2,17.6
"GM0531","2024JJ00",13.8,19.4
"GM0164","2011JJ00",6.9,10
"GM0164","2012JJ00",6.4,9.8
"GM0164","2013JJ00",6,10
"GM0164","2014JJ00",5.9,10.4
"GM0164","2015JJ00",6,10.2
"GM0164","2016JJ00",6,9.8
"GM0164","2017JJ00",6.1,9.9
"GM0164","2018JJ00",6.4,10.7
"GM0164","2019JJ00",6.8,11.2
"GM0164","2020JJ00",7.1,11.6
"GM0164","2021JJ00",7.9,12.6
"GM0164","2022JJ00",9.1,14
"GM0164","2023JJ00",11,15.3
"GM0164","2024JJ00",13.2,17.5
"GM0796","2011JJ00",7.9,11.6
"GM0796","2012JJ00",7.6,11.2
"GM0796","2013JJ00",7.3,10.9
"GM0796","2014JJ00",7.1,10.7
"GM0796","2015JJ00",7.3,11.1
"GM0796","2016JJ00",7.4,11.4
"GM0796","2017JJ00",7.7,11.8
"GM0796","2018JJ00",8.1,12.6
"GM0796","2019JJ00",8.4,13.2
"GM0796","2020JJ00",9,13.9
"GM0796","2021JJ00",9.4,14.6
"GM0796","2022JJ00",10.6,15.9
"GM0796","2023JJ00",12.2,17.4
"GM0796","2024JJ00",13.7,19
"GM0252","2011JJ00",4.2,8.8
"GM0252","2012JJ00",4.3,8.2
"GM0252","2013JJ00",4.2,7.8
"GM0252","2014JJ00",4.2,7.9
"GM0252","2015JJ00",4.2,8.4
"GM0252","2016JJ00",4.3,8.6
"GM0252","2017JJ00",4.6,8.8
"GM0252","2018JJ00",5.3,9.7
"GM0252","2019JJ00",5.1,10
"GM0252","2020JJ00",5.6,10.6
"GM0252","2021JJ00",6,11.4
"GM0252","2022JJ00",7.1,12.8
"GM0252","2023JJ00",8.6,14.3
"GM0252","2024JJ00",10.2,16.1
"GM0797","2011JJ00",7.2,11.6
"GM0797","2012JJ00",6.6,11.4
"GM0797","2013JJ00",6.5,11.2
"GM0797","2014JJ00",6.8,11.1
"GM0797","2015JJ00",6.7,11.4
"GM0797","2016JJ00",7.1,11.4
"GM0797","2017JJ00",7.5,11.8
"GM0797","2018JJ00",8.2,12.5
"GM0797","2019JJ00",9.3,14.1
"GM0797","2020JJ00",9.3,14.1
"GM0797","2021JJ00",10.5,15.2
"GM0797","2022JJ00",12.2,16.9
"GM0797","2023JJ00",13.2,18
"GM0797","2024JJ00",14.3,19.5
"GM0534","2011JJ00",8.5,12.5
"GM0534","2012JJ00",7.8,12.1
"GM0534","2013JJ00",7.1,11.4
"GM0534","2014JJ00",7,10.9
"GM0534","2015JJ00",7.1,11.2
"GM0534","2016JJ00",6.5,10.6
"GM0534","2017JJ00",6.7,11.2
"GM0534","2018JJ00",7.1,11.6
"GM0534","2019JJ00",7.5,12.1
"GM0534","2020JJ00",8.4,12.9
"GM0534","2021JJ00",8.7,13.7
"GM0534","2022JJ00",10.3,15
"GM0534","2023JJ00",12.7,16.8
"GM0534","2024JJ00",14.2,18.9
"GM0798","2011JJ00",7.1,11.4
"GM0798","2012JJ00",8,12
"GM0798","2013JJ00",7.7,12.1
"GM0798","2014JJ00",7.5,12
"GM0798","2015JJ00",7.8,11.8
"GM0798","2016JJ00",8,13
"GM0798","2017JJ00",7.6,13.2
"GM0798","2018JJ00",7.8,12.9
"GM0798","2019JJ00",7.8,13.1
"GM0798","2020JJ00",8.6,13.6
"GM0798","2021JJ00",9.6,14.8
"GM0798","2022JJ00",10.9,16
"GM0798","2023JJ00",13,18
"GM0798","2024JJ00",15,20
"GM0402","2011JJ00",6.7,10.7
"GM0402","2012JJ00",6.4,10.5
"GM0402","2013JJ00",6.1,10.4
"GM0402","2014JJ00",6.1,10.4
"GM0402","2015JJ00",6.4,11
"GM0402","2016JJ00",6.4,10.9
"GM0402","2017JJ00",6.5,11.2
"GM0402","2018JJ00",6.6,11.3
"GM0402","2019JJ00",6.6,11.7
"GM0402","2020JJ00",6.5,11.7
"GM0402","2021JJ00",7,12.3
"GM0402","2022JJ00",7.7,13.3
"GM0402","2023JJ00",8.7,14.2
"GM0402","2024JJ00",10.5,15.6
"GM1963","2011JJ00",9.3,13.8
"GM1963","2012JJ00",8.7,13.2
"GM1963","2013JJ00",8.2,12.9
"GM1963","2014JJ00",7.9,12.9
"GM1963","2015JJ00",8,13
"GM1963","2016JJ00",7.8,13.1
"GM1963","2017JJ00",7.8,13.3
"GM1963","2018JJ00",8.2,13.7
"GM1963","2019JJ00",8.8,14.2
"GM1963","2020JJ00",9.4,14.7
"GM1963","2021JJ00",10,15.6
"GM1963","2022JJ00",11.8,17.4
"GM1963","2023JJ00",13.6,19.3
"GM1963","2024JJ00",16.1,21.4
"GM1735","2011JJ00",6.8,10.9
"GM1735","2012JJ00",6.8,10.8
"GM1735","2013JJ00",6.3,10.8
"GM1735","2014JJ00",6.5,10.4
"GM1735","2015JJ00",6.6,10.4
"GM1735","2016JJ00",6.6,10.9
"GM1735","2017JJ00",6.8,11.4
"GM1735","2018JJ00",7.1,11.8
"GM1735","2019JJ00",7.8,12.7
"GM1735","2020JJ00",9,13.6
"GM1735","2021JJ00",9.6,14
"GM1735","2022JJ00",11.6,16.2
"GM1735","2023JJ00",13.3,18.1
"GM1735","2024JJ00",15.6,20.3
"GM1966","2011JJ00",6.7,10.7
"GM1966","2012JJ00",6.6,10.5
"GM1966","2013JJ00",6.3,10.1
"GM1966","2014JJ00",6.4,10.2
"GM1966","2015JJ00",6.3,10.3
"GM1966","2016JJ00",6.2,10.4
"GM1966","2017JJ00",6.7,10.9
"GM1966","2018JJ00",7,11.5
"GM1966","2019JJ00",7.7,12
"GM1966","2020JJ00",8.2,12.8
"GM1966","2021JJ00",8.8,13.5
"GM1966","2022JJ00",9.8,15
"GM1966","2023JJ00",12.1,16.3
"GM1966","2024JJ00",13.9,18.6
"GM1911","2011JJ00",9.5,13.6
"GM1911","2012JJ00",9,13.3
"GM1911","2013JJ00",8.2,12.6
"GM1911","2014JJ00",8.2,12.6
"GM1911","2015JJ00",8.3,13
"GM1911","2016JJ00",7.9,13.1
"GM1911","2017JJ00",8.2,13.3
"GM1911","2018JJ00",9.1,14.1
"GM1911","2019JJ00",9.8,14.5
"GM1911","2020JJ00",11,15.9
"GM1911","2021JJ00",11.9,16.8
"GM1911","2022JJ00",13.8,18.4
"GM1911","2023JJ00",16.3,20.1
"GM1911","2024JJ00",18,22.3
"GM0118","2011JJ00",9.2,12.5
"GM0118","2012JJ00",8.9,12.1
"GM0118","2013JJ00",8.2,11.6
"GM0118","2014JJ00",8.2,11.4
"GM0118","2015JJ00",8,11.5
"GM0118","2016JJ00",7.5,11.4
"GM0118","2017JJ00",8.6,12.2
"GM0118","2018JJ00",9.5,13.3
"GM0118","2019JJ00",10.2,14.1
"GM0118","2020JJ00",11.1,14.9
"GM0118","2021JJ00",12.3,16.1
"GM0118","2022JJ00",13.3,17.5
"GM0118","2023JJ00",15.6,19.5
"GM0118","2024JJ00",17.7,21
"GM0405","2011JJ00",8.1,11.8
"GM0405","2012JJ00",7.6,11.3
"GM0405","2013JJ00",7.2,11
"GM0405","2014JJ00",7.1,10.6
"GM0405","2015JJ00",7.4,10.9
"GM0405","2016JJ00",7.1,11.2
"GM0405","2017JJ00",7.1,11.4
"GM0405","2018JJ00",7.7,11.9
"GM0405","2019JJ00",8,12.4
"GM0405","2020JJ00",8.8,13.1
"GM0405","2021JJ00",9.5,13.8
"GM0405","2022JJ00",10.5,15.2
"GM0405","2023JJ00",12.2,17.3
"GM0405","2024JJ00",13.2,18.3
"GM1507","2011JJ00",6.7,10.9
"GM1507","2012JJ00",6.8,11.1
"GM1507","2013JJ00",6.9,11.2
"GM1507","2014JJ00",6.8,11.2
"GM1507","2015JJ00",6.8,11.4
"GM1507","2016JJ00",7.3,11.4
"GM1507","2017JJ00",7.7,12.2
"GM1507","2018JJ00",8.4,12.9
"GM1507","2019JJ00",8.4,13.5
"GM1507","2020JJ00",9,13.7
"GM1507","2021JJ00",9.4,14.3
"GM1507","2022JJ00",10.7,16.2
"GM1507","2023JJ00",13,18.4
"GM1507","2024JJ00",15.9,20.7
"GM0321","2011JJ00",6.4,10.8
"GM0321","2012JJ00",6,10.5
"GM0321","2013JJ00",5.7,10.1
"GM0321","2014JJ00",5.6,9.7
"GM0321","2015JJ00",5.7,10.3
"GM0321","2016JJ00",5.5,10
"GM0321","2017JJ00",5.6,10.1
"GM0321","2018JJ00",5.6,10.3
"GM0321","2019JJ00",5.7,10.6
"GM0321","2020JJ00",6.1,11
"GM0321","2021JJ00",6.4,11.5
"GM0321","2022JJ00",7.4,12.7
"GM0321","2023JJ00",8.1,13.7
"GM0321","2024JJ00",9.5,15.3
"GM0406","2011JJ00",6.1,10.3
"GM0406","2012JJ00",6.2,10.3
"GM0406","2013JJ00",6.1,10.4
"GM0406","2014JJ00",6.1,10.4
"GM0406","2015JJ00",6,10.4
"GM0406","2016JJ00",5.9,10.4
"GM0406","2017JJ00",5.8,10.5
"GM0406","2018JJ00",6.1,10.6
"GM0406","2019JJ00",6.7,11.3
"GM0406","2020JJ00",6.7,11.8
"GM0406","2021JJ00",7.4,12
"GM0406","2022JJ00",8.5,13.2
"GM0406","2023JJ00",10.1,14.7
"GM0406","2024JJ00",11.9,16.9
"GM0677","2011JJ00",7.2,12.5
"GM0677","2012JJ00",7.1,12.3
"GM0677","2013JJ00",6.9,11.9
"GM0677","2014JJ00",6.7,12.3
"GM0677","2015JJ00",7.1,12.6
"GM0677","2016JJ00",7.1,13.2
"GM0677","2017JJ00",7.1,13.6
"GM0677","2018JJ00",8.4,14.8
"GM0677","2019JJ00",9.2,15.9
"GM0677","2020JJ00",9.3,16.9
"GM0677","2021JJ00",9.7,17.4
"GM0677","2022JJ00",10.8,18.3
"GM0677","2023JJ00",12,19.5
"GM0677","2024JJ00",13.6,21.1
"GM0353","2011JJ00",6.2,10.3
"GM0353","2012JJ00",6.4,10.1
"GM0353","2013JJ00",6.3,9.9
"GM0353","2014JJ00",6.4,10.3
"GM0353","2015JJ00",6.4,10.3
"GM0353","2016JJ00",6.1,10.4
"GM0353","2017JJ00",6.5,11.2
"GM0353","2018JJ00",6.8,11.3
"GM0353","2019JJ00",6.8,11.5
"GM0353","2020JJ00",6.9,12
"GM0353","2021JJ00",7.7,12.7
"GM0353","2022JJ00",8.1,13.5
"GM0353","2023JJ00",10,15.6
"GM0353","2024JJ00",12.3,17.9
"GM1884","2011JJ00",8.7,13.2
"GM1884","2012JJ00",8.6,12.6
"GM1884","2013JJ00",7.9,12.4
"GM1884","2014JJ00",7.2,12.1
"GM1884","2015JJ00",7.4,12.1
"GM1884","2016JJ00",7.4,12.5
"GM1884","2017JJ00",7.7,12.5
"GM1884","2018JJ00",8.5,13.1
"GM1884","2019JJ00",8.9,14.1
"GM1884","2020JJ00",10.1,15.2
"GM1884","2021JJ00",10.6,15.8
"GM1884","2022JJ00",11.1,16.8
"GM1884","2023JJ00",13.8,19.3
"GM1884","2024JJ00",15.1,20.9
"GM0166","2011JJ00",9.8,13.3
"GM0166","2012JJ00",9.7,13.4
"GM0166","2013JJ00",8.9,12.7
"GM0166","2014JJ00",8.4,12.6
"GM0166","2015JJ00",8.3,12.6
"GM0166","2016JJ00",8.6,12.8
"GM0166","2017JJ00",8.7,13.2
"GM0166","2018JJ00",9.5,13.9
"GM0166","2019JJ00",9.8,14.3
"GM0166","2020JJ00",10.6,15
"GM0166","2021JJ00",10.9,15.9
"GM0166","2022JJ00",12.8,17.3
"GM0166","2023JJ00",14.2,19
"GM0166","2024JJ00",16.4,21.1
"GM0678","2011JJ00",8.1,13.1
"GM0678","2012JJ00",7.2,12.6
"GM0678","2013JJ00",7.7,12.6
"GM0678","2014JJ00",7.3,12.2
"GM0678","2015JJ00",6.9,13
"GM0678","2016JJ00",7.3,12.4
"GM0678","2017JJ00",7.3,12.8
"GM0678","2018JJ00",7.1,13.1
"GM0678","2019JJ00",8,13.8
"GM0678","2020JJ00",8.5,14.1
"GM0678","2021JJ00",9.5,15.6
"GM0678","2022JJ00",11.6,17.2
"GM0678","2023JJ00",13.4,19.7
"GM0678","2024JJ00",15.1,21.3
"GM0537","2011JJ00",10.8,14.6
"GM0537","2012JJ00",10.5,14.4
"GM0537","2013JJ00",10.6,14.4
"GM0537","2014JJ00",9.9,14
"GM0537","2015JJ00",10,14.2
"GM0537","2016JJ00",10.1,14.2
"GM0537","2017JJ00",9.8,14.2
"GM0537","2018JJ00",10.1,14.5
"GM0537","2019JJ00",10,15.1
"GM0537","2020JJ00",10.3,15.5
"GM0537","2021JJ00",10.8,16
"GM0537","2022JJ00",12.3,17.6
"GM0537","2023JJ00",14.2,19.3
"GM0537","2024JJ00",15.8,21.1
"GM0928","2011JJ00",8,11
"GM0928","2012JJ00",7.6,10.6
"GM0928","2013JJ00",7.5,10.5
"GM0928","2014JJ00",7.2,10.4
"GM0928","2015JJ00",7.6,10.8
"GM0928","2016JJ00",7.5,10.7
"GM0928","2017JJ00",8.3,11.4
"GM0928","2018JJ00",9,12.4
"GM0928","2019JJ00",9,12.7
"GM0928","2020JJ00",8.7,12.9
"GM0928","2021JJ00",9.7,13.5
"GM0928","2022JJ00",10.7,15.2
"GM0928","2023JJ00",11.9,15.8
"GM0928","2024JJ00",13.4,17.5
"GM1598","2011JJ00",10,13.8
"GM1598","2012JJ00",9.9,13.6
"GM1598","2013JJ00",8.2,13.1
"GM1598","2014JJ00",8.2,12.7
"GM1598","2015JJ00",8.4,12.9
"GM1598","2016JJ00",8.8,13.3
"GM1598","2017JJ00",9,13.6
"GM1598","2018JJ00",9.4,14.3
"GM1598","2019JJ00",10,15.1
"GM1598","2020JJ00",10.9,15.9
"GM1598","2021JJ00",11,16.3
"GM1598","2022JJ00",12.2,17.6
"GM1598","2023JJ00",14.8,19.6
"GM1598","2024JJ00",17.7,21.9
"GM0542","2011JJ00",8.9,13.3
"GM0542","2012JJ00",8.4,13
"GM0542","2013JJ00",7.6,12.5
"GM0542","2014JJ00",7.3,12.2
"GM0542","2015JJ00",7,12.2
"GM0542","2016JJ00",7.6,12.6
"GM0542","2017JJ00",7.7,12.8
"GM0542","2018JJ00",8.4,13.5
"GM0542","2019JJ00",9.1,14.3
"GM0542","2020JJ00",9.3,14.7
"GM0542","2021JJ00",10.1,15.3
"GM0542","2022JJ00",11.4,17.2
"GM0542","2023JJ00",12.3,17.9
"GM0542","2024JJ00",14.2,19.4
"GM1931","2011JJ00",9.8,14.4
"GM1931","2012JJ00",9.2,13.7
"GM1931","2013JJ00",8.7,13.9
"GM1931","2014JJ00",8.6,13.8
"GM1931","2015JJ00",8.8,13.6
"GM1931","2016JJ00",8.6,13.7
"GM1931","2017JJ00",8.9,14.6
"GM1931","2018JJ00",9.3,14.9
"GM1931","2019JJ00",10.3,15.9
"GM1931","2020JJ00",11.5,16.6
"GM1931","2021JJ00",11.6,17.4
"GM1931","2022JJ00",12.7,18.6
"GM1931","2023JJ00",14.6,20.3
"GM1931","2024JJ00",16.9,22.4
"GM1659","2011JJ00",8.3,12.3
"GM1659","2012JJ00",7.7,12.1
"GM1659","2013JJ00",7.8,12
"GM1659","2014JJ00",7.8,11.8
"GM1659","2015JJ00",8,12
"GM1659","2016JJ00",8,12.2
"GM1659","2017JJ00",8,12.3
"GM1659","2018JJ00",8.4,12.8
"GM1659","2019JJ00",9.5,13.7
"GM1659","2020JJ00",10,14.7
"GM1659","2021JJ00",10.8,16
"GM1659","2022JJ00",12.4,17.4
"GM1659","2023JJ00",13.5,20.8
"GM1659","2024JJ00",15.7,21.1
"GM1982","2011JJ00",6.9,11.1
"GM1982","2012JJ00",6.5,11
"GM1982","2013JJ00",6.6,11
"GM1982","2014JJ00",6.3,10.9
"GM1982","2015JJ00",6.4,10.8
"GM1982","2016JJ00",6.5,11.2
"GM1982","2017JJ00",7.2,11.9
"GM1982","2018JJ00",7.7,12.6
"GM1982","2019JJ00",8.6,13.5
"GM1982","2020JJ00",9.4,14.1
"GM1982","2021JJ00",10.2,14.9
"GM1982","2022JJ00",11.5,16.6
"GM1982","2023JJ00",13.1,18
"GM1982","2024JJ00",14.5,19.7
"GM0882","2011JJ00",6.3,10
"GM0882","2012JJ00",6.6,10.1
"GM0882","2013JJ00",6.5,10.1
"GM0882","2014JJ00",6.7,10.1
"GM0882","2015JJ00",6.8,10.5
"GM0882","2016JJ00",7.1,10.8
"GM0882","2017JJ00",6.9,11
"GM0882","2018JJ00",7.8,11.8
"GM0882","2019JJ00",7.5,11.7
"GM0882","2020JJ00",8.1,12.6
"GM0882","2021JJ00",8.8,13.4
"GM0882","2022JJ00",11,15.2
"GM0882","2023JJ00",12,16.6
"GM0882","2024JJ00",13.1,17.7
"GM0415","2011JJ00",6.8,11.7
"GM0415","2012JJ00",6.9,11.6
"GM0415","2013JJ00",6.1,10.7
"GM0415","2014JJ00",7,10.8
"GM0415","2015JJ00",6.2,10.4
"GM0415","2016JJ00",6.5,10.6
"GM0415","2017JJ00",6.1,10.1
"GM0415","2018JJ00",6.6,11
"GM0415","2019JJ00",7.4,12.2
"GM0415","2020JJ00",7.6,12.3
"GM0415","2021JJ00",8.7,13
"GM0415","2022JJ00",10.4,15
"GM0415","2023JJ00",11.6,16.9
"GM0415","2024JJ00",12.5,17.8
"GM1621","2011JJ00",5.5,10.5
"GM1621","2012JJ00",5.2,10
"GM1621","2013JJ00",5.3,9.9
"GM1621","2014JJ00",5.5,9.9
"GM1621","2015JJ00",5.4,10.1
"GM1621","2016JJ00",5.7,10.7
"GM1621","2017JJ00",5.6,10.6
"GM1621","2018JJ00",6.1,11.3
"GM1621","2019JJ00",6,11.5
"GM1621","2020JJ00",6.5,12.2
"GM1621","2021JJ00",7.1,12.5
"GM1621","2022JJ00",7.8,13.3
"GM1621","2023JJ00",8.3,14.5
"GM1621","2024JJ00",9.7,15.7
"GM0417","2011JJ00",3.6,7
"GM0417","2012JJ00",3.6,6.9
"GM0417","2013JJ00",3.4,7.2
"GM0417","2014JJ00",3.1,6.3
"GM0417","2015JJ00",3.4,6.9
"GM0417","2016JJ00",3.3,7.1
"GM0417","2017JJ00",2.9,7.2
"GM0417","2018JJ00",2.8,6.7
"GM0417","2019JJ00",2.9,6.6
"GM0417","2020JJ00",3,7.3
"GM0417","2021JJ00",3.9,7.9
"GM0417","2022JJ00",4.6,8.5
"GM0417","2023JJ00",5.3,10.1
"GM0417","2024JJ00",5.9,11.7
"GM0080","2011JJ00",7.2,10.2
"GM0080","2012JJ00",7,10
"GM0080","2013JJ00",6.9,9.7
"GM0080","2014JJ00",6.8,9.5
"GM0080","2015JJ00",7,9.6
"GM0080","2016JJ00",7,9.9
"GM0080","2017JJ00",7.2,10.3
"GM0080","2018JJ00",7.7,10.9
"GM0080","2019JJ00",7.7,11.4
"GM0080","2020JJ00",8,12
"GM0080","2021JJ00",8.7,12.6
"GM0080","2022JJ00",10,13.9
"GM0080","2023JJ00",11.4,15.6
"GM0080","2024JJ00",13.4,17.2
"GM0546","2011JJ00",6.1,9.7
"GM0546","2012JJ00",6.1,9.5
"GM0546","2013JJ00",5.8,9.3
"GM0546","2014JJ00",5.8,9.3
"GM0546","2015JJ00",5.7,9.2
"GM0546","2016JJ00",5.6,9.1
"GM0546","2017JJ00",5.9,9.4
"GM0546","2018JJ00",5.9,9.9
"GM0546","2019JJ00",6.3,10.7
"GM0546","2020JJ00",6.5,11
"GM0546","2021JJ00",6.9,11.5
"GM0546","2022JJ00",7.2,12.1
"GM0546","2023JJ00",8.6,13.5
"GM0546","2024JJ00",10.4,14.5
"GM0547","2011JJ00",5.4,9.4
"GM0547","2012JJ00",5.1,9.3
"GM0547","2013JJ00",5.1,9.2
"GM0547","2014JJ00",5.3,9.1
"GM0547","2015JJ00",5.5,9.4
"GM0547","2016JJ00",5.7,9.3
"GM0547","2017JJ00",5.8,9.8
"GM0547","2018JJ00",6,10.4
"GM0547","2019JJ00",6.2,11.1
"GM0547","2020JJ00",6.4,11.8
"GM0547","2021JJ00",6.9,12.3
"GM0547","2022JJ00",8.3,13.3
"GM0547","2023JJ00",8.9,14.3
"GM0547","2024JJ00",9.6,15.5
"GM1916","2011JJ00",6.1,10.4
"GM1916","2012JJ00",5.8,10
"GM1916","2013JJ00",5.9,10
"GM1916","2014JJ00",5.7,10.1
"GM1916","2015JJ00",6,10.2
"GM1916","2016JJ00",6,10.4
"GM1916","2017JJ00",6.1,10.6
"GM1916","2018JJ00",6,10.6
"GM1916","2019JJ00",5.9,11
"GM1916","2020JJ00",6.1,10.9
"GM1916","2021JJ00",6.6,11.5
"GM1916","2022JJ00",7.3,12.6
"GM1916","2023JJ00",7.9,13.4
"GM1916","2024JJ00",9,14.5
"GM0995","2011JJ00",7.6,11.1
"GM0995","2012JJ00",7,10.6
"GM0995","2013JJ00",6.6,10.1
"GM0995","2014JJ00",6.6,10
"GM0995","2015JJ00",6.7,10.1
"GM0995","2016JJ00",6.8,10.3
"GM0995","2017JJ00",7,10.5
"GM0995","2018JJ00",7.2,11.2
"GM0995","2019JJ00",7.4,11.7
"GM0995","2020JJ00",7.8,12.5
"GM0995","2021JJ00",9,13.8
"GM0995","2022JJ00",10.2,14.6
"GM0995","2023JJ00",11.7,16.5
"GM0995","2024JJ00",13.2,18.4
"GM1640","2011JJ00",6.4,11
"GM1640","2012JJ00",7,11.2
